"County","FIPS","Year","Measure Type","Variable","Value"
"Fairfield County","09001","2000","Number","Estimated Population","884109"
"Fairfield County","09001","2000","Percent","Estimated Population","25.93"
"Fairfield County","09001","2001","Number","Estimated Population","885368"
"Fairfield County","09001","2001","Percent","Estimated Population","25.85"
"Fairfield County","09001","2002","Number","Estimated Population","896202"
"Fairfield County","09001","2002","Percent","Estimated Population","25.9"
"Fairfield County","09001","2003","Number","Estimated Population","899152"
"Fairfield County","09001","2003","Percent","Estimated Population","25.81"
"Fairfield County","09001","2004","Number","Estimated Population","903291"
"Fairfield County","09001","2004","Percent","Estimated Population","25.78"
"Fairfield County","09001","2005","Number","Estimated Population","902775"
"Fairfield County","09001","2005","Percent","Estimated Population","25.72"
"Fairfield County","09001","2006","Number","Estimated Population","902106"
"Fairfield County","09001","2006","Percent","Estimated Population","25.7"
"Fairfield County","09001","2007","Number","Estimated Population","895015"
"Fairfield County","09001","2007","Percent","Estimated Population","25.55"
"Fairfield County","09001","2008","Number","Estimated Population","895030"
"Fairfield County","09001","2008","Percent","Estimated Population","25.56"
"Fairfield County","09001","2009","Number","Estimated Population","901208"
"Fairfield County","09001","2009","Percent","Estimated Population","25.61"
"Fairfield County","09001","2010","Number","Estimated Population","917545"
"Fairfield County","09001","2010","Percent","Estimated Population","25.65"
"Fairfield County","09001","2011","Number","Estimated Population","925899"
"Fairfield County","09001","2011","Percent","Estimated Population","25.86"
"Fairfield County","09001","2012","Number","Estimated Population","933835"
"Fairfield County","09001","2012","Percent","Estimated Population","26.01"
"Fairfield County","09001","2013","Number","Estimated Population","939904"
"Fairfield County","09001","2013","Percent","Estimated Population","26.14"
"Fairfield County","09001","2014","Number","Estimated Population","945438"
"Fairfield County","09001","2014","Percent","Estimated Population","26.29"
"Fairfield County","09001","2015","Number","Estimated Population","948053"
"Fairfield County","09001","2015","Percent","Estimated Population","26.4"
"Fairfield County","09001","2016","Number","Estimated Population","944177"
"Fairfield County","09001","2016","Percent","Estimated Population","26.4"
"Fairfield County","09001","2017","Number","Estimated Population","949921"
"Fairfield County","09001","2017","Percent","Estimated Population","26.47"
"Fairfield County","09001","2018","Number","Estimated Population","943823"
"Fairfield County","09001","2018","Percent","Estimated Population","26.42"
"Fairfield County","09001","2019","Number","Estimated Population","943332"
"Fairfield County","09001","2019","Percent","Estimated Population","26.46"
"Hartford County","09003","1996","Number","Estimated Population","831694"
"Hartford County","09003","1996","Percent","Estimated Population","25.4"
"Hartford County","09003","1997","Number","Estimated Population","825141"
"Hartford County","09003","1997","Percent","Estimated Population","25.23"
"Hartford County","09003","1998","Number","Estimated Population","828200"
"Hartford County","09003","1998","Percent","Estimated Population","25.3"
"Hartford County","09003","1999","Number","Estimated Population","829671"
"Hartford County","09003","1999","Percent","Estimated Population","25.28"
"Hartford County","09003","2000","Number","Estimated Population","858026"
"Hartford County","09003","2000","Percent","Estimated Population","25.17"
"Hartford County","09003","2001","Number","Estimated Population","861152"
"Hartford County","09003","2001","Percent","Estimated Population","25.14"
"Hartford County","09003","2002","Number","Estimated Population","867332"
"Hartford County","09003","2002","Percent","Estimated Population","25.06"
"Hartford County","09003","2003","Number","Estimated Population","871457"
"Hartford County","09003","2003","Percent","Estimated Population","25.02"
"Hartford County","09003","2004","Number","Estimated Population","875602"
"Hartford County","09003","2004","Percent","Estimated Population","24.99"
"Hartford County","09003","2005","Number","Estimated Population","877393"
"Hartford County","09003","2005","Percent","Estimated Population","24.99"
"Hartford County","09003","2006","Number","Estimated Population","878290"
"Hartford County","09003","2006","Percent","Estimated Population","25.02"
"Hartford County","09003","2007","Number","Estimated Population","876824"
"Hartford County","09003","2007","Percent","Estimated Population","25.04"
"Hartford County","09003","2008","Number","Estimated Population","877312"
"Hartford County","09003","2008","Percent","Estimated Population","25.06"
"Hartford County","09003","2009","Number","Estimated Population","879835"
"Hartford County","09003","2009","Percent","Estimated Population","25.01"
"Hartford County","09003","2010","Number","Estimated Population","894927"
"Hartford County","09003","2010","Percent","Estimated Population","25.01"
"Hartford County","09003","2011","Number","Estimated Population","894705"
"Hartford County","09003","2011","Percent","Estimated Population","24.99"
"Hartford County","09003","2012","Number","Estimated Population","897259"
"Hartford County","09003","2012","Percent","Estimated Population","24.99"
"Hartford County","09003","2013","Number","Estimated Population","898272"
"Hartford County","09003","2013","Percent","Estimated Population","24.98"
"Hartford County","09003","2014","Number","Estimated Population","897985"
"Hartford County","09003","2014","Percent","Estimated Population","24.97"
"Hartford County","09003","2015","Number","Estimated Population","895841"
"Hartford County","09003","2015","Percent","Estimated Population","24.95"
"Hartford County","09003","2016","Number","Estimated Population","892389"
"Hartford County","09003","2016","Percent","Estimated Population","24.95"
"Hartford County","09003","2017","Number","Estimated Population","895388"
"Hartford County","09003","2017","Percent","Estimated Population","24.95"
"Hartford County","09003","2018","Number","Estimated Population","892697"
"Hartford County","09003","2018","Percent","Estimated Population","24.99"
"Hartford County","09003","2019","Number","Estimated Population","891720"
"Hartford County","09003","2019","Percent","Estimated Population","25.01"
"Litchfield County","09005","1996","Number","Estimated Population","180339"
"Litchfield County","09005","1996","Percent","Estimated Population","5.51"
"Litchfield County","09005","1997","Number","Estimated Population","181082"
"Litchfield County","09005","1997","Percent","Estimated Population","5.54"
"Litchfield County","09005","1998","Number","Estimated Population","181277"
"Litchfield County","09005","1998","Percent","Estimated Population","5.54"
"Litchfield County","09005","1999","Number","Estimated Population","182399"
"Litchfield County","09005","1999","Percent","Estimated Population","5.56"
"Litchfield County","09005","2000","Number","Estimated Population","182388"
"Litchfield County","09005","2000","Percent","Estimated Population","5.35"
"Litchfield County","09005","2001","Number","Estimated Population","184460"
"Litchfield County","09005","2001","Percent","Estimated Population","5.39"
"Litchfield County","09005","2002","Number","Estimated Population","186515"
"Litchfield County","09005","2002","Percent","Estimated Population","5.39"
"Litchfield County","09005","2003","Number","Estimated Population","187801"
"Litchfield County","09005","2003","Percent","Estimated Population","5.39"
"Litchfield County","09005","2004","Number","Estimated Population","189246"
"Litchfield County","09005","2004","Percent","Estimated Population","5.4"
"Litchfield County","09005","2005","Number","Estimated Population","190071"
"Litchfield County","09005","2005","Percent","Estimated Population","5.41"
"Litchfield County","09005","2006","Number","Estimated Population","190272"
"Litchfield County","09005","2006","Percent","Estimated Population","5.42"
"Litchfield County","09005","2007","Number","Estimated Population","188273"
"Litchfield County","09005","2007","Percent","Estimated Population","5.38"
"Litchfield County","09005","2008","Number","Estimated Population","187745"
"Litchfield County","09005","2008","Percent","Estimated Population","5.36"
"Litchfield County","09005","2009","Number","Estimated Population","188728"
"Litchfield County","09005","2009","Percent","Estimated Population","5.36"
"Litchfield County","09005","2010","Number","Estimated Population","190105"
"Litchfield County","09005","2010","Percent","Estimated Population","5.31"
"Litchfield County","09005","2011","Number","Estimated Population","188789"
"Litchfield County","09005","2011","Percent","Estimated Population","5.27"
"Litchfield County","09005","2012","Number","Estimated Population","187530"
"Litchfield County","09005","2012","Percent","Estimated Population","5.22"
"Litchfield County","09005","2013","Number","Estimated Population","186924"
"Litchfield County","09005","2013","Percent","Estimated Population","5.2"
"Litchfield County","09005","2014","Number","Estimated Population","184993"
"Litchfield County","09005","2014","Percent","Estimated Population","5.14"
"Litchfield County","09005","2015","Number","Estimated Population","183603"
"Litchfield County","09005","2015","Percent","Estimated Population","5.11"
"Litchfield County","09005","2016","Number","Estimated Population","182571"
"Litchfield County","09005","2016","Percent","Estimated Population","5.1"
"Litchfield County","09005","2017","Number","Estimated Population","182177"
"Litchfield County","09005","2017","Percent","Estimated Population","5.08"
"Litchfield County","09005","2018","Number","Estimated Population","181111"
"Litchfield County","09005","2018","Percent","Estimated Population","5.07"
"Litchfield County","09005","2019","Number","Estimated Population","180333"
"Litchfield County","09005","2019","Percent","Estimated Population","5.06"
"Middlesex County","09007","1996","Number","Estimated Population","148143"
"Middlesex County","09007","1996","Percent","Estimated Population","4.52"
"Middlesex County","09007","1997","Number","Estimated Population","149010"
"Middlesex County","09007","1997","Percent","Estimated Population","4.56"
"Middlesex County","09007","1998","Number","Estimated Population","150034"
"Middlesex County","09007","1998","Percent","Estimated Population","4.58"
"Middlesex County","09007","1999","Number","Estimated Population","151461"
"Middlesex County","09007","1999","Percent","Estimated Population","4.61"
"Middlesex County","09007","2000","Number","Estimated Population","155224"
"Middlesex County","09007","2000","Percent","Estimated Population","4.55"
"Middlesex County","09007","2001","Number","Estimated Population","157579"
"Middlesex County","09007","2001","Percent","Estimated Population","4.6"
"Middlesex County","09007","2002","Number","Estimated Population","159679"
"Middlesex County","09007","2002","Percent","Estimated Population","4.61"
"Middlesex County","09007","2003","Number","Estimated Population","161439"
"Middlesex County","09007","2003","Percent","Estimated Population","4.63"
"Middlesex County","09007","2004","Number","Estimated Population","162295"
"Middlesex County","09007","2004","Percent","Estimated Population","4.63"
"Middlesex County","09007","2005","Number","Estimated Population","163214"
"Middlesex County","09007","2005","Percent","Estimated Population","4.65"
"Middlesex County","09007","2006","Number","Estimated Population","163946"
"Middlesex County","09007","2006","Percent","Estimated Population","4.67"
"Middlesex County","09007","2007","Number","Estimated Population","164150"
"Middlesex County","09007","2007","Percent","Estimated Population","4.69"
"Middlesex County","09007","2008","Number","Estimated Population","164794"
"Middlesex County","09007","2008","Percent","Estimated Population","4.71"
"Middlesex County","09007","2009","Number","Estimated Population","165702"
"Middlesex County","09007","2009","Percent","Estimated Population","4.71"
"Middlesex County","09007","2010","Number","Estimated Population","165867"
"Middlesex County","09007","2010","Percent","Estimated Population","4.64"
"Middlesex County","09007","2011","Number","Estimated Population","166043"
"Middlesex County","09007","2011","Percent","Estimated Population","4.64"
"Middlesex County","09007","2012","Number","Estimated Population","165602"
"Middlesex County","09007","2012","Percent","Estimated Population","4.61"
"Middlesex County","09007","2013","Number","Estimated Population","165562"
"Middlesex County","09007","2013","Percent","Estimated Population","4.6"
"Middlesex County","09007","2014","Number","Estimated Population","164943"
"Middlesex County","09007","2014","Percent","Estimated Population","4.59"
"Middlesex County","09007","2015","Number","Estimated Population","164063"
"Middlesex County","09007","2015","Percent","Estimated Population","4.57"
"Middlesex County","09007","2016","Number","Estimated Population","163329"
"Middlesex County","09007","2016","Percent","Estimated Population","4.57"
"Middlesex County","09007","2017","Number","Estimated Population","163410"
"Middlesex County","09007","2017","Percent","Estimated Population","4.55"
"Middlesex County","09007","2018","Number","Estimated Population","162682"
"Middlesex County","09007","2018","Percent","Estimated Population","4.55"
"Middlesex County","09007","2019","Number","Estimated Population","162436"
"Middlesex County","09007","2019","Percent","Estimated Population","4.56"
"New Haven County","09009","1996","Number","Estimated Population","794672"
"New Haven County","09009","1996","Percent","Estimated Population","24.27"
"New Haven County","09009","1997","Number","Estimated Population","792200"
"New Haven County","09009","1997","Percent","Estimated Population","24.23"
"New Haven County","09009","1998","Number","Estimated Population","793504"
"New Haven County","09009","1998","Percent","Estimated Population","24.24"
"New Haven County","09009","1999","Number","Estimated Population","793208"
"New Haven County","09009","1999","Percent","Estimated Population","24.17"
"New Haven County","09009","2000","Number","Estimated Population","824714"
"New Haven County","09009","2000","Percent","Estimated Population","24.19"
"New Haven County","09009","2001","Number","Estimated Population","828374"
"New Haven County","09009","2001","Percent","Estimated Population","24.19"
"New Haven County","09009","2002","Number","Estimated Population","835657"
"New Haven County","09009","2002","Percent","Estimated Population","24.15"
"New Haven County","09009","2003","Number","Estimated Population","841873"
"New Haven County","09009","2003","Percent","Estimated Population","24.17"
"New Haven County","09009","2004","Number","Estimated Population","845694"
"New Haven County","09009","2004","Percent","Estimated Population","24.14"
"New Haven County","09009","2005","Number","Estimated Population","846766"
"New Haven County","09009","2005","Percent","Estimated Population","24.12"
"New Haven County","09009","2006","Number","Estimated Population","846828"
"New Haven County","09009","2006","Percent","Estimated Population","24.12"
"New Haven County","09009","2007","Number","Estimated Population","845494"
"New Haven County","09009","2007","Percent","Estimated Population","24.14"
"New Haven County","09009","2008","Number","Estimated Population","846101"
"New Haven County","09009","2008","Percent","Estimated Population","24.17"
"New Haven County","09009","2009","Number","Estimated Population","848006"
"New Haven County","09009","2009","Percent","Estimated Population","24.1"
"New Haven County","09009","2010","Number","Estimated Population","863307"
"New Haven County","09009","2010","Percent","Estimated Population","24.13"
"New Haven County","09009","2011","Number","Estimated Population","861113"
"New Haven County","09009","2011","Percent","Estimated Population","24.05"
"New Haven County","09009","2012","Number","Estimated Population","862813"
"New Haven County","09009","2012","Percent","Estimated Population","24.03"
"New Haven County","09009","2013","Number","Estimated Population","862287"
"New Haven County","09009","2013","Percent","Estimated Population","23.98"
"New Haven County","09009","2014","Number","Estimated Population","861277"
"New Haven County","09009","2014","Percent","Estimated Population","23.95"
"New Haven County","09009","2015","Number","Estimated Population","859470"
"New Haven County","09009","2015","Percent","Estimated Population","23.93"
"New Haven County","09009","2016","Number","Estimated Population","856875"
"New Haven County","09009","2016","Percent","Estimated Population","23.96"
"New Haven County","09009","2017","Number","Estimated Population","860435"
"New Haven County","09009","2017","Percent","Estimated Population","23.98"
"New Haven County","09009","2018","Number","Estimated Population","857620"
"New Haven County","09009","2018","Percent","Estimated Population","24.01"
"New Haven County","09009","2019","Number","Estimated Population","854757"
"New Haven County","09009","2019","Percent","Estimated Population","23.97"
"New London County","09011","1996","Number","Estimated Population","250735"
"New London County","09011","1996","Percent","Estimated Population","7.66"
"New London County","09011","1997","Number","Estimated Population","252958"
"New London County","09011","1997","Percent","Estimated Population","7.74"
"New London County","09011","1998","Number","Estimated Population","245740"
"New London County","09011","1998","Percent","Estimated Population","7.51"
"New London County","09011","1999","Number","Estimated Population","246049"
"New London County","09011","1999","Percent","Estimated Population","7.5"
"New London County","09011","2000","Number","Estimated Population","259326"
"New London County","09011","2000","Percent","Estimated Population","7.61"
"New London County","09011","2001","Number","Estimated Population","259065"
"New London County","09011","2001","Percent","Estimated Population","7.56"
"New London County","09011","2002","Number","Estimated Population","262689"
"New London County","09011","2002","Percent","Estimated Population","7.59"
"New London County","09011","2003","Number","Estimated Population","264007"
"New London County","09011","2003","Percent","Estimated Population","7.58"
"New London County","09011","2004","Number","Estimated Population","266466"
"New London County","09011","2004","Percent","Estimated Population","7.61"
"New London County","09011","2005","Number","Estimated Population","266618"
"New London County","09011","2005","Percent","Estimated Population","7.6"
"New London County","09011","2006","Number","Estimated Population","263887"
"New London County","09011","2006","Percent","Estimated Population","7.52"
"New London County","09011","2007","Number","Estimated Population","267376"
"New London County","09011","2007","Percent","Estimated Population","7.63"
"New London County","09011","2008","Number","Estimated Population","264519"
"New London County","09011","2008","Percent","Estimated Population","7.55"
"New London County","09011","2009","Number","Estimated Population","266830"
"New London County","09011","2009","Percent","Estimated Population","7.58"
"New London County","09011","2010","Number","Estimated Population","274365"
"New London County","09011","2010","Percent","Estimated Population","7.67"
"New London County","09011","2011","Number","Estimated Population","273502"
"New London County","09011","2011","Percent","Estimated Population","7.64"
"New London County","09011","2012","Number","Estimated Population","274170"
"New London County","09011","2012","Percent","Estimated Population","7.64"
"New London County","09011","2013","Number","Estimated Population","274150"
"New London County","09011","2013","Percent","Estimated Population","7.62"
"New London County","09011","2014","Number","Estimated Population","273676"
"New London County","09011","2014","Percent","Estimated Population","7.61"
"New London County","09011","2015","Number","Estimated Population","271863"
"New London County","09011","2015","Percent","Estimated Population","7.57"
"New London County","09011","2016","Number","Estimated Population","269801"
"New London County","09011","2016","Percent","Estimated Population","7.54"
"New London County","09011","2017","Number","Estimated Population","269033"
"New London County","09011","2017","Percent","Estimated Population","7.5"
"New London County","09011","2018","Number","Estimated Population","266784"
"New London County","09011","2018","Percent","Estimated Population","7.47"
"New London County","09011","2019","Number","Estimated Population","265206"
"New London County","09011","2019","Percent","Estimated Population","7.44"
"Tolland County","09013","1996","Number","Estimated Population","130265"
"Tolland County","09013","1996","Percent","Estimated Population","3.98"
"Tolland County","09013","1997","Number","Estimated Population","131023"
"Tolland County","09013","1997","Percent","Estimated Population","4.01"
"Tolland County","09013","1998","Number","Estimated Population","131831"
"Tolland County","09013","1998","Percent","Estimated Population","4.03"
"Tolland County","09013","1999","Number","Estimated Population","132668"
"Tolland County","09013","1999","Percent","Estimated Population","4.04"
"Tolland County","09013","2000","Number","Estimated Population","136552"
"Tolland County","09013","2000","Percent","Estimated Population","4"
"Tolland County","09013","2001","Number","Estimated Population","138914"
"Tolland County","09013","2001","Percent","Estimated Population","4.06"
"Tolland County","09013","2002","Number","Estimated Population","141089"
"Tolland County","09013","2002","Percent","Estimated Population","4.08"
"Tolland County","09013","2003","Number","Estimated Population","145039"
"Tolland County","09013","2003","Percent","Estimated Population","4.16"
"Tolland County","09013","2004","Number","Estimated Population","146667"
"Tolland County","09013","2004","Percent","Estimated Population","4.19"
"Tolland County","09013","2005","Number","Estimated Population","147634"
"Tolland County","09013","2005","Percent","Estimated Population","4.21"
"Tolland County","09013","2006","Number","Estimated Population","148368"
"Tolland County","09013","2006","Percent","Estimated Population","4.23"
"Tolland County","09013","2007","Number","Estimated Population","148139"
"Tolland County","09013","2007","Percent","Estimated Population","4.23"
"Tolland County","09013","2008","Number","Estimated Population","148406"
"Tolland County","09013","2008","Percent","Estimated Population","4.24"
"Tolland County","09013","2009","Number","Estimated Population","150461"
"Tolland County","09013","2009","Percent","Estimated Population","4.28"
"Tolland County","09013","2010","Number","Estimated Population","153045"
"Tolland County","09013","2010","Percent","Estimated Population","4.28"
"Tolland County","09013","2011","Number","Estimated Population","152507"
"Tolland County","09013","2011","Percent","Estimated Population","4.26"
"Tolland County","09013","2012","Number","Estimated Population","151539"
"Tolland County","09013","2012","Percent","Estimated Population","4.22"
"Tolland County","09013","2013","Number","Estimated Population","151377"
"Tolland County","09013","2013","Percent","Estimated Population","4.21"
"Tolland County","09013","2014","Number","Estimated Population","151367"
"Tolland County","09013","2014","Percent","Estimated Population","4.21"
"Tolland County","09013","2015","Number","Estimated Population","151420"
"Tolland County","09013","2015","Percent","Estimated Population","4.22"
"Tolland County","09013","2016","Number","Estimated Population","151118"
"Tolland County","09013","2016","Percent","Estimated Population","4.23"
"Tolland County","09013","2017","Number","Estimated Population","151461"
"Tolland County","09013","2017","Percent","Estimated Population","4.22"
"Tolland County","09013","2018","Number","Estimated Population","150921"
"Tolland County","09013","2018","Percent","Estimated Population","4.22"
"Tolland County","09013","2019","Number","Estimated Population","150721"
"Tolland County","09013","2019","Percent","Estimated Population","4.23"
"Windham County","09015","1996","Number","Estimated Population","104629"
"Windham County","09015","1996","Percent","Estimated Population","3.2"
"Windham County","09015","1997","Number","Estimated Population","105129"
"Windham County","09015","1997","Percent","Estimated Population","3.22"
"Windham County","09015","1998","Number","Estimated Population","105121"
"Windham County","09015","1998","Percent","Estimated Population","3.21"
"Windham County","09015","1999","Number","Estimated Population","105241"
"Windham County","09015","1999","Percent","Estimated Population","3.21"
"Windham County","09015","2000","Number","Estimated Population","109210"
"Windham County","09015","2000","Percent","Estimated Population","3.2"
"Windham County","09015","2001","Number","Estimated Population","110162"
"Windham County","09015","2001","Percent","Estimated Population","3.22"
"Windham County","09015","2002","Number","Estimated Population","111340"
"Windham County","09015","2002","Percent","Estimated Population","3.22"
"Windham County","09015","2003","Number","Estimated Population","112622"
"Windham County","09015","2003","Percent","Estimated Population","3.23"
"Windham County","09015","2004","Number","Estimated Population","114343"
"Windham County","09015","2004","Percent","Estimated Population","3.26"
"Windham County","09015","2005","Number","Estimated Population","115826"
"Windham County","09015","2005","Percent","Estimated Population","3.3"
"Windham County","09015","2006","Number","Estimated Population","117090"
"Windham County","09015","2006","Percent","Estimated Population","3.34"
"Windham County","09015","2007","Number","Estimated Population","117038"
"Windham County","09015","2007","Percent","Estimated Population","3.34"
"Windham County","09015","2008","Number","Estimated Population","117345"
"Windham County","09015","2008","Percent","Estimated Population","3.35"
"Windham County","09015","2009","Number","Estimated Population","117518"
"Windham County","09015","2009","Percent","Estimated Population","3.34"
"Windham County","09015","2010","Number","Estimated Population","118684"
"Windham County","09015","2010","Percent","Estimated Population","3.32"
"Windham County","09015","2011","Number","Estimated Population","118151"
"Windham County","09015","2011","Percent","Estimated Population","3.3"
"Windham County","09015","2012","Number","Estimated Population","117599"
"Windham County","09015","2012","Percent","Estimated Population","3.28"
"Windham County","09015","2013","Number","Estimated Population","117604"
"Windham County","09015","2013","Percent","Estimated Population","3.27"
"Windham County","09015","2014","Number","Estimated Population","116998"
"Windham County","09015","2014","Percent","Estimated Population","3.25"
"Windham County","09015","2015","Number","Estimated Population","116573"
"Windham County","09015","2015","Percent","Estimated Population","3.25"
"Windham County","09015","2016","Number","Estimated Population","116192"
"Windham County","09015","2016","Percent","Estimated Population","3.25"
"Windham County","09015","2017","Number","Estimated Population","116359"
"Windham County","09015","2017","Percent","Estimated Population","3.24"
"Windham County","09015","2018","Number","Estimated Population","117027"
"Windham County","09015","2018","Percent","Estimated Population","3.28"
"Windham County","09015","2019","Number","Estimated Population","116782"
"Windham County","09015","2019","Percent","Estimated Population","3.28"
